Article Title,Author Keywords,Publication Year
An appraisal of the role of specific bacteria in the initial pathogenesis of periodontitis,bacterial invasion; gingivitis; periodontal infection; periodontal inflammation; periodontal pathogen; periodontitis,2019
"In Memoriam, Steven Offenbacher (1950-2018)",,2019
Periodontal disease and incident venous thromboembolism: The Atherosclerosis Risk in Communities study,,2019
Periodontitis as a risk indicator and predictor of poor outcome for lacunar infarct,lacunar infarct; periodontal inflamed surface area; periodontitis; predictors; prognosis; stroke,2019
Is there an association between depression and periodontitis? A birth cohort study,cohort studies; depressive symptoms; major depression; periodontal diseases,2019
Genetic and environmental contributions to the association between mood disorder and periodontal disease: A cross-sectional study among female twins in the UK,cross-sectional study; mental health; periodontal disease; population-based study; twin study,2019
Dysregulation of human miRNAs and increased prevalence of HHV miRNAs in obese periodontitis subjects,immunity; membrane metalloproteases; microRNA; obesity; periodontitis; viral micro RNA,2019
Nupharidine enhances Aggregatibacter actinomycetemcomitans clearance by priming neutrophils and augmenting their effector functions,,2019
How do visual-spatial and psychomotor abilities influence clinical performance in periodontal plastic surgery?,clinical performance; periodontal surgery; psychomotor ability; skills evaluation,2019
Clinical evaluation of Miller class I and II recessions treatment with the use of modified coronally advanced tunnel technique with either collagen matrix or subepithelial connective tissue graft: A randomized clinical study,collagen matrix; modified coronally advanced tunnel technique; multiple gingival recessions; subepithelial connective tissue graft,2019
Soft tissue substitutes to increase gingival thickness: Histologic and volumetric analyses in dogs,cross-linked collagen matrix; descriptive histology; histometric analysis; soft tissue augmentation; volumetric analysis,2019
Healing kinetics of oral soft tissue wounds treated with recombinant epidermal growth factor: Translation from a canine model,growth factor; soft tissue; wound healing,2019
Meta-analysis of randomized clinical trials comparing clinical and patient-reported outcomes between extra-short (<= 6 mm) and longer (>= 10 mm) implants,atrophic maxilla; dental implant; meta-analysis; short implant,2019
More teeth in more elderly: Periodontal treatment needs in Germany 1997-2030,cross-sectional study; demography; epidemiology; health services research; periodontitis,2018
Prediction models for the incidence and progression of periodontitis: A systematic review,periodontitis; prediction; risk factors; systematic review,2018
Molecular forms and fragments of salivary MMP-8 in relation to periodontitis,collagenase; neutrophil; periodontal disease; saliva,2018
Chronic periodontitis impairs polymorphonuclear leucocyte-endothelium cell interactions and oxidative stress in humans,endothelial dysfunction; humans; oxidative stress; periodontitis; reactive oxygen species,2018
"Association between periodontal health status and patient-reported outcomes in patients managed in a non-specialist, general dental practice",dental practice; patient-reported outcomes; periodontitis,2018
Dietary therapy and non-surgical periodontal treatment in obese patients with chronic periodontitis,diet therapy; non-surgical periodontal treatment; obesity; periodontitis; weight loss,2018
Long-term stability of intrabony defects treated with minimally invasive non-surgical therapy,intrabony defects; minimally invasive; non-surgical therapy; periodontitis; radiographic bone gain,2018
Randomized controlled multicentre study comparing short dental implants (6 mm) versus longer dental implants (11-15 mm) in combination with sinus floor elevation procedures: 5-Year data,bone augmentation; dental implant; multicentre; OHIP; OHIP-49; patient satisfaction; quality of life; randomized controlled clinical trial; short dental implant; sinus floor elevation; sinus grafting,2018
A 5-year prospective study on the clinical and aesthetic outcomes of alveolar ridge preservation and connective tissue graft at the buccal aspect of single implants,alveolar ridge preservation; connective tissue graft; single implant,2018
"The antidepressant drug, sertraline, hinders bone healing and osseointegration in rats' tibiae",bone healing; cytokine; osseointegration; proteome; selective serotonin reuptake inhibitors; sertraline,2018
The severity of human peri-implantitis lesions correlates with the level of submucosal microbial dysbiosis,16s; dysbiosis; microbiome; next-generation sequencing; peri-implant disease; peri-implantitis,2018
Prevalence and risk indicators of peri-implant diseases in Spain,peri-implant diseases; peri-implant mucositis; peri-implantitis; Spain,2018
A randomized controlled study comparing guided bone regeneration with connective tissue graft to re-establish convexity at the buccal aspect of single implants: A one-year CBCT analysis,connective tissue graft; dental implant; guided bone regeneration; single tooth,2018
Association between periodontal condition and the development of type 2 diabetes mellitus-Results from a 15-year follow-up study,"cohort study; oral health, periodontal condition; periodontitis; type 2 diabetes",2018
"Association between periodontitis and risk of Alzheimer ' s disease, mild cognitive impairment and subjective cognitive decline: A case-control study",dementia; epidemiology; periodontal disease; periodontal-systemic disease interactions; poor oral health,2018
Periodontitis and platelet count: A new potential link with cardiovascular and other systemic inflammatory diseases,"cancer; cardiovascular diseases; coronary heart disease, (CHD); epidemiology; Korea National Health And Nutrition Examination Survey (KNHANES); mediation analysis; mortality; periodontal diseases; risk factors; systemic inflammation",2018
A Chinese family with periodontal Ehlers-Danlos syndrome associated with missense mutation in the C1R gene,C1R; collagen type III; Ehlers-Danlos syndrome; periodontitis,2018
A new method of choice for organoleptic scoring: The negative-pressure technique,,2018
"Clinical and microbiological effects of scaling and root planing, metronidazole and amoxicillin in the treatment of diabetic and non-diabetic subjects with periodontitis: A cohort study",amoxicillin; chronic periodontitis; dental scaling; diabetes mellitus; metronidazole; root planing,2018
Melatonin as adjunctive therapy in the treatment of periodontitis associated with obesity,chlorhexidine; circadian rhythms; inflammation; melatonin; obesity; periodontitis,2018
Oral health-related quality of life and standard of treatment in aggressive periodontitis patients more than 5 years after therapy,aggressive periodontitis; Oral Health Impact Profile; oral health-related quality of life; periodontal treatment; quality of treatment outcome (SSO),2018
Tooth loss in periodontally compromised patients: Results 20 years after active periodontal therapy,compliance; diabetes; periodontal treatment; smoking; tooth loss,2018
Third molars and periodontal damage of second molars in the general population,epidemiologic studies; magnetic resonance imaging; periodontitis; prevalence; third molar; whole-body imaging,2018
Radiographic and histologic observations of sequential healing processes following ridge augmentation after tooth extraction in buccal-bone-deficient extraction sockets in beagle dogs,alveolar bone grafting; alveolar ridge augmentation; bone regeneration; bone substitute; tooth extraction,2018
Longitudinal evaluation of periodontitis and development of cognitive decline among older adults,epidemiology; inflammation; neurocognitive disorders; older adults; periodontal diseases,2018
The effects of periodontal treatment on diabetic patients: The DIAPERIO randomized controlled trial,diabetes mellitus; periodontal diseases; periodontal medicine; periodontitis; quality of life; randomized controlled trial,2018
The effect of periodontal therapy on oxidative stress biomarkers: A systematic review,antioxidants; free radicals; oxidative stress; periodontal diseases; reactive oxygen species,2018
Surgical treatment of peri-implantitis lesions with or without the use of a bone substitutea randomized clinical trial,bone grafting; peri-implantitis; radiographs; surgical treatment,2018
Self-reported oral health predicts tooth loss after five and ten years in a population-based study,classification; epidemiology; periodontitis; prediction; self-report; tooth loss,2018
Clinical associations between acetylcholine levels and cholinesterase activity in saliva and gingival crevicular fluid and periodontal diseases,acetylcholine; butyrylcholinesterase; gingivitis; IL-17; periodontitis,2018
Clinical performance of non-surgical periodontal therapy in a large Chinese population with generalized aggressive periodontitis,aggressive periodontitis; antibiotic; clinical performance; non-surgical periodontal therapy; real-world study,2018
Effects of Bifidobacterium probiotic on the treatment of chronic periodontitis: A randomized clinical trial,Bifidobacterium lactis; periodontitis; probiotics; root planing,2018
"Controlled cellular redox, repressive hemin utilization and adaptive stress responses are crucial to metronidazole tolerance of Porphyromonas gingivalis persisters",metronidazole; periodontitis; persisters; Porphyromonas gingivalis; proteomics,2018
Biologically guided flap stability: the role of flap thickness including periosteum retention on the performance of the coronally advanced flap-A double-blind randomized clinical trial,complete root coverage; coronally advanced flap; flap elevation; flap thickness; gingival recession,2018
Development and validation of the periodontal aesthetic perception scale in patients with periodontal problems,aesthetic perception; development; periodontal; reliability; validity,2018
Evaluation of peri-implant marginal tissues around tissue-level and bone-level implants in patients with a history of chronic periodontitis,chronic periodontitis; dental implants; marginal bone loss; platform switching; randomized clinical trial,2018
Periodontal disease and susceptibility to breast cancer: A meta-analysis of observational studies,breast cancer; cohort; meta-analysis; periodontal disease; periodontitis; risk factors,2018
Saliva and serum biomarkers in periodontitis and coronary artery disease,acute coronary syndrome; biomarker; MMP-8; MMP-9; myeloperoxidase; periodontitis; saliva; serum; TIMP-1,2018
Effect of two periodontal treatment modalities in patients with uncontrolled type 2 diabetes mellitus: A randomized clinical trial,C-reactive protein; glycosylated haemoglobin; periodontal treatment; periodontitis; type 2 diabetes mellitus,2018
Predictor factors for long-term outcomes stability of coronally advanced flap with or without connective tissue graft in the treatment of single maxillary gingival recessions: 9years results of a randomized controlled clinical trial,connective tissue graft; coronally advanced flap; gingival recession; long-term care; randomized clinical trial; root coverage,2018
"Secular trends over 40years of periodontal health and disease in individuals aged 20-80years in Jonkoping, Sweden: Repeated cross-sectional studies",adult; cross-sectional studies; epidemiology; humans; periodontal diseases; periodontal pocket; periodontitis; prevalence; Sweden,2018
Simulation study of misclassification bias in association studies employing partial-mouth protocols,bias; misclassification; periodontal disease; periodontitis; simulation,2018
Reducing uncertainty in estimating associations of oral exposures with Helicobacter pylori serology in the general population,communicable diseases; dental prosthesis; periodontal diseases; stomach; tooth loss; epidemiology,2018
Long-term treatment costs of chronic periodontitis patients in Germany,dental; effectiveness; health economics; periodontal disease; periodontitis,2018
Effects of the prebiotic mannan oligosaccharide on the experimental periodontitis in rats,alveolar bone loss; animal model; inflammation; periodontal diseases; periodontitis; prebiotics,2018
Periodontal treatment limits platelet activation in patients with periodontitisa controlled-randomized intervention trial,cardiovascular diseases; periodontal treatment; periodontitis; platelets,2018
Endo-sinus bone formation after transalveolar sinus floor elevation without grafting with simultaneous implant placement: Histological and histomorphometric assessment in a dog model,animal study; bone formation; implant dentistry; surface modification; transalveolar sinus floor elevation,2018
Morbidity following transcrestal and lateral sinus floor elevation: A randomized trial,alveolar process; bone regeneration; bone resorption; dental implants; maxillary sinus; minimally invasive; spiral cone-beam computed tomography; surgical procedures; tooth extraction,2018
Association between periodontal disease and gestational diabetes mellitusA prospective cohort study,diabetes; gestational diabetes mellitus; gingivitis; periodontal disease; periodontitis; pregnancy; pregnancy outcome; risk factor(s),2018
Glycaemic status affects the subgingival microbiome of diabetic patients,16SrRNA sequencing; microbiome; periodontal pocket; periodontitis; type 2 diabetes mellitus,2018
The association between missing teeth and non-alcoholic fatty liver disease in adults,epidemiological; missing teeth; non-alcoholic fatty liver disease; periodontal disease; population health,2018
Effect of lifestyle on 6-year periodontitis incidence or progression and tooth loss in older adults,aged; epidemiology; health behavior; life style; longitudinal studies; oral health; periodontal diseases; tooth loss,2018
Periodontal status among elderly inhabitants of northern Manhattan: The WHICAP ancillary study of oral health,,2018
Prevalence of self-reported gingival bleeding in a representative sample of the Brazilian adolescent population,adolescent; epidemiology; gingivitis; prevalence; self-report,2018
Effect of guava and vitamin C supplementation on experimental gingivitis: A randomized clinical trial,experimental gingivitis; guava fruit; supplementation; vitamin C,2018
Treatment of single maxillary gingival recession associated with non-carious cervical lesion: Randomized clinical trial comparing connective tissue graft alone to graft plus partial restoration,dental esthetics; dentin sensitivity; gingival recession; tooth abrasion,2018
Influence of suturing technique on wound healing and patient morbidity after connective tissue harvesting. A randomized clinical trial,connective tissue; pain perception; palate; suture techniques; wound healing,2018
Ultrasonography for noninvasive and real-time evaluation of peri-implant tissue dimensions,alveolar bone; cone beam computed tomography; dental implants; peri-implantitis; soft tissue; ultrasonography,2018
Efficacy of autogenous tooth roots for lateral alveolar ridge augmentation and staged implant placement. A prospective controlled clinical study,alveolar ridge augmentation; clinical study; tooth transplantation,2018
Sinus augmentation using rhBMP-2/ACS in a mini-pig model: Influence of an adjunctive ceramic bone biomaterial,BMP-2; bone biomaterials; sinus augmentation; tissue engineering,2018
"Periodontitis and quality of life: What is the role of socioeconomic status, sense of coherence, dental service use and oral health practices? An exploratory theory-guided analysis on a Norwegian population",Andersen's behavioural model for health servcies' use; chronic periodontitis; dental anxiety; dental health services; health behaviour; health-related quality of life; oral health; sense of coherence; socioeconomic factors,2018
Chronic periodontitis is associated with erectile dysfunction. A case-control study in european population,cardiovascular diseases; case-control studies; chronic periodontitis; erectile dysfunction; periodontics,2018
Salivary exRNA biomarkers to detect gingivitis and monitor disease regression,biomarkers; exRNA; gingivitis; monitoring; saliva,2018
Screening of candidate biomaterials for alveolar augmentation using a critical-size rat calvaria defect model,bone biomaterials; critical-size-defect; rat calvaria; tissue engineering,2018
Better-quality diet is associated with lower odds of severe periodontitis in US Hispanics/Latinos,diet quality; hispanics; latinos; periodontal disease; periodontal inflammation; periodontitis,2018
Effects of Porphyromonasgingivalis LPS and LR12 peptide on TREM-1 expression by monocytes,cytokines; P; gingivalis; primary human monocytes; TREM-1; TREM-1 inhibitory peptide,2018
Self-report assessment of severe periodontitis: Periodontal screening score development,cognitive evaluation; diagnosis; periodontal screening score; periodontitis; questionnaire; screening; sensitivity; specificity; validation,2018
Proximal restoration increases the risk of clinical attachment loss,amalgam; cohort studies; composite; dental restoration; periodontal attachment loss; periodontal diseases,2018
Human intrabony defect regeneration with micrografts containing dental pulp stem cells: A randomized controlled clinical trial,dental pulp; periodontal pocket; periodontal regeneration; randomized controlled trial; stem cells; tissue engineering,2018
Periodontal regeneration via chemoattractive constructs,cell homing; in vivo; periodontal regeneration; SDF-1; tissue engineering,2018
Treatment of class III multiple gingival recessions: Prognostic factors for achieving a complete root coverage,complete root coverage; connective tissue graft; coronally advanced modified tunnel; Miller's class III recessions; multiple gingival recessions; prognostic factors,2018
Influence of implant neck surface and placement depth on crestal bone changes and soft tissue dimensions around platform-switched implants: A histologic study in dogs,animals; bone remodelling; dental implant-abutment design; histology; surface properties,2018
Periodontal condition in relation to the adherence to nutrient recommendations in daily smokers,diet; gingival diseases; nutrition; periodontal diseases; periodontitis,2018
Prevalence of diabetes mellitus in people clinically diagnosed with periodontitis: A systematic review and meta-analysis of epidemiologic studies,diabetes; odds; periodontitis; prevalence; systematic review,2018
Ageing effects on humoral immune responses in chronic periodontitis,ageing; antibody; oral bacteria; periodontitis,2018
"A randomized controlled study on the accuracy of free-handed, pilot-drill guided and fully guided implant surgery in partially edentulous patients",accuracy; dental implant; Guided surgery; tooth-supported,2018
Manifestations of systemic diseases and conditions that affect the periodontal attachment apparatus: Case definitions and diagnostic considerations,attachment loss; diagnosis; genetic disease; immune response; inflammation; periodontal disease; systemic disease,2018
Peri-implant diseases and conditions: Consensus report of workgroup 4 of the 2017 World Workshop on the Classification of Periodontal and Peri-Implant Diseases and Conditions,case definition; dental implant; hard tissue deficiencies; peri-implant mucositis; peri-implant tissues; peri-implantitis; soft tissue deficiencies,2018
Periodontal health and gingival diseases and conditions on an intact and a reduced periodontium: Consensus report of workgroup 1 of the 2017 World Workshop on the Classification of Periodontal and Peri-Implant Diseases and Conditions,allergic reaction; amalgam tattoo; aspergillosis; biofilm; blastomycosis; calcifying fibroblastic granuloma; candidosis; chemical trauma; clinical health; coccidioidomycosis; condylomata acuminatum; contact allergy; coxsackie virus; Crohn's disease; dental plaque-induced gingivitis; disease control; disease remission; disease stability; drug-induced gingival enlargement; drug-induced pigmentation; dysbiosis; erythema multiforme; erythroplakia; factitious injury; fibrous epulis; focal epithelial hyperplasia; frictional keratosis; geotricosis; gingival pigmentation; hand foot and mouth; hereditary gingival fibromatosis; herpangina; herpes simplex; histoplasmosis; Hodgkin lymphoma; hyperglycemia; hyposalivation; intact periodontium; leukemia; leukoplakia; lichen planus; local risk factors; lupus erythematosus; melanoplakia; Melkersson-Rosenthal; menstrual cycle; modifying factors; molluscum contagiosum; mucormycosis; Mycobacterium tuberculosis; necrotizing periodontal diseases; Neisseria gonorrhoeae; non-dental plaque-induced gingival conditions; non-Hodgkin lymphoma; oral contraceptive; orofacial granulomatosis; paracoccidioidomycosis; pemphigoid; pemphigus vulgaris; periodontal disease; peripheral giant cell granuloma; plasma cell gingivitis; predisposing factors; pregnancy; puberty; pyogenic granuloma; reduced periodontium; resolution of inflammation; restoration margins; sarcoidosis; scurvy; smoker's melanosis; smoking; squamous cell carcinoma; squamous cell papilloma; stable periodontitis; streptoccocal gingivitis; symbiosis; systemic risk factors; thermal trauma; toothbrush trauma; Treponema pallidum; varicella zoster; vascular epulis; verruca vulgaris,2018
Classification and diagnosis of aggressive periodontitis,aggressive periodontitis; diagnosis; epidemiology; genetics; inflammation and innate immunity; microbiology,2018
Acute periodontal lesions (periodontal abscesses and necrotizing periodontal diseases) and endo-periodontal lesions,endo-periodontal lesions; necrotizing gingivitis; necrotizing periodontal diseases; necrotizing periodontitis; periodontal abscess,2018
Periodontal manifestations of systemic diseases and developmental and acquired conditions: Consensus report of workgroup 3 of the 2017 World Workshop on the Classification of Periodontal and Peri-Implant Diseases and Conditions,anatomy; attachment loss; bruxism; classification; dental prostheses; dental restorations; diagnosis; genetic disease; gingival inflammation; gingival recession; gingival thickness; gingivitis; mucogingival surgery; occlusal trauma; periodontal disease; periodontitis; plastic periodontal surgery; systemic disease; tooth,2018
Dental plaque-induced gingival conditions,diagnosis; evidence-based dentistry; gingivitis,2018
"Mean annual attachment, bone level, and tooth loss: A systematic review",chronic periodontitis; disease progression; epidemiology; periodontal attachment loss; periodontal diseases; systematic review,2018
Periodontitis: Consensus report of workgroup 2 of the 2017 World Workshop on the Classification of Periodontal and Peri-Implant Diseases and Conditions,acute periodontal conditions; endo-periodontal lesion; necrotizing gingivitis; necrotizing periodontitis; periodontal abscess; periodontal disease; periodontitis,2018
Staging and grading of periodontitis: Framework and proposal of a new classification and case definition,aggressive periodontitis; biomarkers; case definition; chronic periodontitis; classification; clinical attachment loss; diagnosis; furcation involvement; grade A periodontitis; grade B periodontitis; grade C periodontitis; inflammatory burden; infrabony defect; masticatory dysfunction; necrotizing periodontitis; periodontal pocket; periodontitis; periodontitis as manifestation of systemic disease; periodontitis; grade; periodontitis; stage; radiographic bone loss; risk factors; stage I periodontitis; stage II periodontitis; stage III periodontitis; stage IV periodontitis; standard of care; tooth hypermobility; tooth loss,2018
"Abstracts of EuroPerio 9 Amsterdam, the Netherlands 20-23 June, 2018 Abstracts",,2018
Peri-implant health,connective tissue biology; diagnosis; implantology; osseointegration,2018
Age-dependent distribution of periodontitis in two countries: Findings from NHANES 2009 to 2014 and SHIP-TREND 2008 to 2012,classification; clinical attachment loss; epidemiology; periodontitis; pocket depth; recession,2018
"Mucogingival conditions in the natural dentition: Narrative review, case definitions, and diagnostic considerations",attachment loss; classification; diagnosis; disease progression; esthetics; gingival recession; periodontal biotype,2018
Dental prostheses and tooth-related factors,anatomy; classification; dental prostheses; dental restorations; gingivitis; periodontitis; tooth,2018
"Occlusal trauma and excessive occlusal forces: Narrative review, case definitions, and diagnostic considerations",attachment loss; classification; diagnosis; disease progression; esthetics; gingival recession; periodontal biotype,2018
The etiology of hard- and soft-tissue deficiencies at dental implants: A narrative review,gingival thickness; implantology; osseointegration; osseous defects,2018
Peri-implant mucositis,peri-implant disease; peri-implant mucositis; peri-implantitis; risk factor; risk indicator,2018
Non-plaque-induced gingival diseases,classification; diagnosis oral; epulis; gingiva; gingival diseases; immunological; inflammation; mouth mucosa; oral manifestations; oral medicine; periodontal disease; rare diseases,2018
Periodontal health,Clinical health; gingiva; periodontal remission; periodontal stability; pristine health,2018
"Peri-implant health, peri-implant mucositis, and peri-implantitis: Case definitions and diagnostic considerations",diagnosis; peri-implant health; peri-implant mucositis; peri-implantitis,2018
Peri-implantitis,diagnosis; implantology; peri-implantitis; systematic reviews and evidence-based medicine,2018
Plaque-induced gingivitis: Case definition and diagnostic considerations,gingival diseases; gingival hemorrhage; gingivitis,2018
MicroRNA-146a and microRNA-155 as novel crevicular fluid biomarkers for periodontitis in non-diabetic and type 2 diabetic patients,diabetes mellitus type 2; epigenetic modulators; miR-146a; miR-155; periodontitis,2018
Relationship between vitamin D receptor gene polymorphism and susceptibility to chronic kidney disease and periodontal disease in community-dwelling elderly,chronic kidney disease; epidemiology; periodontal disease; vitamin D receptor,2018
Wild-type isolates of Porphyromonas gingivalis derived from periodontitis patients display major variability in platelet activation,periodontitis; platelet activation; platelet aggregation; Porphyromonas gingivalis,2018
Validation of multivariable models for predicting tooth loss in periodontitis patients,periodontal therapy; periodontitis; prediction; risk model; tooth loss,2018
A 5-year randomized clinical trial comparing minimally with moderately rough implants in patients with severe periodontitis,bone loss; implant failures; implant surface roughness; peri-implantitis; surface characteristics,2018
"A retrospective study of 30,959 implants: Risk factors associated with early and late implant loss",early implant loss; implant survival; late implant loss; multivariate analysis; risk factor,2018
"Surgical treatment of peri-implantitis using enamel matrix derivative, an RCT: 3-and 5-year follow-up",bone regeneration; enamel matrix derivative; long-term outcome; peri-implantitis; surgical treatment,2018
Appraisal of systematic reviews on the management of peri-implant diseases with two methodological tools,bias; dental implants; methods; peri-implantitis; systematic review,2018
A new classification scheme for periodontal and peri-implant diseases and conditions - Introduction and key changes from the 1999 classification,classification; gingivitis; peri-implant mucositis; peri-implantitis; periodontal diseases; periodontitis,2018
Antimicrobial peptide gene expression in periodontitis patients: A pilot study,defensins; gene expression; innate immunity; periodontal disease,2018
Green tea prevents vascular disturbs and attenuates periodontal breakdown in long-term hyperglycaemia in T1D rats,antioxidants; CD31; diabetes mellitus; green tea; periodontal diseases; VEGF; X-ray Microtomography,2018
Site-level risk predictors of peri-implantitis: A retrospective analysis,acquired; peri-implantitis; periodontitis; predictor; risk; site-level,2018
"Early and late implant failure of submerged versus non-submerged implant healing: A systematic review, meta-analysis and trial sequential analysis",dental implants; implant placement; meta-analysis; non-submerged healing; one-stage; submerged healing; systematic review; trial sequential analysis; two-stage,2018
Peroxisome proliferator-activated receptor gamma plays dual roles on experimental periodontitis in rats,alveolar bone remodelling; inflammation; periodontitis; peroxisome proliferator-activated receptor,2018
Relationship of toothbrushing to metabolic syndrome in middle-aged adults,epidemiology; lifestyle-related diseases; oral health behaviour; oral hygiene; periodontitis; retrospective cohort study,2018
Mediation analysis of systemic inflammation on the association between periodontitis and glycaemic status,C-reactive protein; diabetes; impaired fasting glucose; neutrophil-lymphocyte ratio; periodontitis; platelet-lymphocyte ratio; white blood cell count,2018
Denosumab-related osteonecrosis of the jaw following non-surgical periodontal therapy: A case report,denosumab; medication-related osteonecrosis of the jaw,2018
Investigation of factors that influence pain experienced and the use of pain medication following periodontal surgery,actual pain; anticipated pain; anxiety; implant surgery; sedation; soft tissue graft; visual analog scale,2018
The effect of decellularized tissue engineered constructs on periodontal regeneration,cell sheet; decellularization; perfusion; periodontal defect; periodontal ligament; polycaprolactone; tissue engineering,2018
Adapting the vertical position of implants with a conical connection in relation to soft tissue thickness prevents early implant surface exposure: A 2-year prospective intra-subject comparison,bone level; dental implant; implant surface; prevention; soft tissue,2018
Leucocyte- and platelet-rich fibrin block for bone augmentation procedure: A proof-of-concept study,bone augmentation; bone substitutes; bone volume; guided bone regeneration; leucocyte- and platelet-rich fibrin; leucocyte- and platelet-rich fibrin block; platelet concentrate; tissue engineering,2018
Effect of life-course family income trajectories on periodontitis: Birth cohort study,cohort studies; disparities; health status; periodontal disease; social mobility; socioeconomic factors,2018
Aggregatibacter actinomycetemcomitans serotypes associate with periodontal and coronary artery disease status,Aggregatibacter actinomycetemcomitans; coronary artery disease; periodontitis; serotype; systemic inflammation,2018
Evaluating periodontal disease misclassification mechanisms under partial-mouth recording protocols,bias; misclassification; periodontal disease; periodontitis; sensitivity,2018
Volumetric changes following ridge preservation or spontaneous healing and early implant placement with simultaneous guided bone regeneration,alveolar ridge augmentation; dental implants (MeSH); guided bone regeneration; ridge preservation; volume stability,2018
Non-interventional 1-year follow-up study of peri-implant soft tissues following previous soft tissue augmentation and crown insertion in single-tooth gaps,1-year follow-up; collagen-based matrix; dental implant; soft tissue augmentation; soft tissue volume; subepithelial connective tissue graft,2018
Cross-sectional association between oral health and retinal microcirculation,epidemiology; oral health; periodontitis; retinal vessel diameters; systemic health; disease,2018
A comprehensive approach to assigning periodontal prognosis,periodontal disease; periodontal prognosis; tooth loss,2018
Shift in the subgingival microbiome following scaling and root planing in generalized aggressive periodontitis,aggressive periodontitis; microbiome; root planing; scaling; sequencing,2018
Cell therapy with allogenic canine periodontal ligament-derived cells in periodontal regeneration of critical size defects,bone remodelling; regeneration; cell biology; cementum; periodontal ligament; regenerative medicine,2018
High-resolution dental magnetic resonance imaging for planning palatal graft surgerya clinical pilot study,magnetic resonance imaging; palatal masticatory mucosa; palate; tissue grafts,2018
"Onset, progression and resolution of experimental peri-implant mucositis at different abutment surfaces: A randomized controlled two-centre study",clinical study; onset; peri-implant mucositis; progression; therapy,2018
Soft tissue volume gain around dental implants using autogenous subepithelial connective tissue grafts harvested from the lateral palate or tuberosity area. A randomized controlled clinical study,dental implants; soft tissue augmentation; volume gain; volumetric analysis,2018
The association between coeliac disease and periodontitis: Results from NHANES 2009-2012,cross-sectional Studies; digestive system and oral physiology; digestive system diseases; oral health; periodontal diseases; periodontics; Sprue; wheat hypersensitivity,2018
Association of toothbrushing and proximal cleaning with periodontal health among Korean adults: Results from Korea National Health and Nutrition Examination Survey in year 2010 and 2012,dental flossing; gingivitis; inter-dental brushing; periodontitis; toothbrushing,2018
Definition of aggressive periodontitis in periodontal research. A systematic review,aggressive periodontitis; periodontal diseases; periodontitis; systematic reviews,2018
Osteocytes play an important role in experimental periodontitis in healthy and diabetic mice through expression of RANKL,bone resorption; diabetic; genetic deletion; gingiva; immunofluorescence; infection; knockout; PDL; periodontal; RANKL; transgenic,2018
Antagonists of Wnt/-catenin signalling in the periodontitis associated with type 2 diabetes and smoking,chronic periodontitis; diabetes mellitus; DKK1; sclerostin; smoking,2018
Relationship between clinical periodontal parameters and changes in liver enzymes levels over an 8-year period in an elderly Japanese population,aminotransferase enzymes; clinical attachment level; elderly; probing pocket depth,2018
Levels of serum retinol-binding protein 4 before and after non-surgical periodontal treatment in lean and obese subjects: An interventional study,non-surgical periodontal treatment; obesity; periodontal diseases; periodontitis; RBP4,2018
Impact of anti-infective periodontal therapy on parameters of vascular health,arterial stiffness; central blood pressure; inflammation; periodontal therapy; periodontitis; pulse wave velocity,2018
Soft tissue re-growth after osseous resective surgery with and without fibre retention technique. Four-year follow-up of a randomized clinical trial,bone loss; periodontal; gingival recession; periodontitis; surgery; randomized clinical trial; soft tissue,2018
Influence of autogenous platelet concentrate on combined GTR/graft therapy in intra-bony defects: A 13-year follow-up of a randomized controlled clinical split-mouth study,autogenous platelet concentrate; guided tissue regeneration; intra-bony defects; long-term results; platelet-rich plasma,2018
"Soft tissue volume alterations after connective tissue grafting at teeth: The subepithelial autologous connective tissue graft versus a porcine collagen matrix - A pre-clinical volumetric analysis (vol 43, pg 609, 2016)",,2018
Scientific evidence on the links between periodontal diseases and diabetes: Consensus report and guidelines of the joint workshop on periodontal diseases and diabetes by the International Diabetes Federation and the European Federation of Periodontology,association; chronic kidney disease; complications; diabetes mellitus; gestational diabetes; HbA1c; incident; intervention; mechanisms; mortality; nephropathy; periodontal disease; periodontitis; retinopathy; type 1 diabetes; type 2 diabetes,2018
An update on the evidence for pathogenic mechanisms that may link periodontitis and diabetes,cytokines; diabetes; hyperglycemia; inflammation; periodontitis,2018
A systematic review and meta-analysis of epidemiologic observational evidence on the effect of periodontitis on diabetes An update of the EFP-AAP review,diabetes; epidemiology; periodontitis,2018
An update of the evidence on the potential impact of periodontal therapy on diabetes outcomes,glycaemic control; HbA1c; periodontal therapy,2018
Toothbrushing behaviour and periodontal pocketing: An 11-year longitudinal study,adults; cohort studies; oral hygiene; periodontal diseases; periodontitis; toothbrushing,2018
Orthodontic treatment simultaneous to or after periodontal cause-related treatment in periodontitis susceptible patients. Part I: Clinical outcome. A randomized clinical trial,clinical attachment level; gingival recession; orthodontic treatment; periodontal treatment; periodontitis; pocket depth,2018
Occurrence of cases with peri-implant mucositis or peri-implantitis in a 21-26years follow-up study,human; peri-implant mucositis; peri-implantitis; prevalence; risk factors,2018
Cisplatin chemotherapy impairs the peri-implant bone repair around titanium implants: An in vivo study in rats,antineoplastic agents; bone repair; chemotherapy; dental implants; osseointegration,2018
